GDAY_DS,T_ID,HEADER_NO,INN2,R,ER,PA,AB,HIT,H2,H3,HR,BB,IB,HP,KK,BF,WHIP,TB_SC,WLS
20200814,SK,0,25.0,7.0,7.0,40.0,31.0,7.0,2.0,0.0,1.0,8.0,0.0,1.0,3.0,151.0,6.4399999999999995,T,L
20200814,SS,0,27.0,1.0,1.0,33.0,30.0,4.0,1.0,0.0,0.0,2.0,0.0,1.0,8.0,144.0,3.88,T,W
20200814,WO,0,24.0,5.0,5.0,38.0,31.0,11.0,2.0,0.0,0.0,5.0,1.0,0.0,6.0,122.0,7.67,T,L
20200815,HH,0,27.0,2.0,2.0,34.0,29.0,3.0,0.0,0.0,1.0,4.0,0.0,0.0,11.0,153.0,5.75,B,L
20200815,HT,0,27.0,3.0,3.0,36.0,33.0,9.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,137.0,4.57,B,W
20200815,KT,0,26.0,7.0,4.0,41.0,38.0,13.0,1.0,0.0,1.0,3.0,0.0,0.0,3.0,145.0,4.94,T,L
20200815,LG,0,27.0,4.0,4.0,38.0,34.0,10.0,0.0,0.0,2.0,2.0,0.0,1.0,13.0,149.0,8.370000000000001,T,W
20200815,LT,0,27.0,3.0,3.0,36.0,34.0,9.0,4.0,0.0,0.0,2.0,0.0,0.0,4.0,128.0,5.109999999999999,B,L
20200815,NC,0,27.0,13.0,13.0,45.0,40.0,15.0,4.0,0.0,2.0,3.0,0.0,1.0,9.0,177.0,5.65,B,L
20200815,OB,0,27.0,5.0,4.0,41.0,34.0,7.0,2.0,1.0,1.0,6.0,0.0,1.0,8.0,171.0,8.299999999999999,B,W
20200815,SK,0,24.0,10.0,10.0,44.0,41.0,17.0,2.0,1.0,1.0,3.0,0.0,0.0,5.0,142.0,7.58,T,L
20200815,SS,0,27.0,0.0,0.0,35.0,30.0,7.0,0.0,0.0,0.0,5.0,0.0,0.0,7.0,155.0,6.889999999999999,T,W
20200815,WO,0,27.0,1.0,0.0,36.0,35.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,121.0,3.63,T,W
20200816,HH,0,27.0,2.0,2.0,34.0,32.0,5.0,1.0,0.0,2.0,1.0,0.0,1.0,9.0,134.0,5.34,B,W
20200816,HT,0,27.0,5.0,5.0,41.0,34.0,7.0,2.0,0.0,0.0,7.0,0.0,0.0,13.0,179.0,8.32,B,W
20200816,KT,0,27.0,1.0,1.0,35.0,28.0,3.0,1.0,0.0,0.0,6.0,0.0,1.0,6.0,140.0,5.75,T,W
20200816,LG,0,27.0,5.0,5.0,37.0,34.0,9.0,5.0,0.0,0.0,2.0,0.0,1.0,6.0,149.0,5.37,T,W
20200816,LT,0,27.0,6.0,6.0,41.0,35.0,9.0,5.0,0.0,1.0,2.0,0.0,3.0,4.0,155.0,8.09,B,L
20200816,NC,0,27.0,6.0,3.0,41.0,32.0,7.0,0.0,0.0,2.0,8.0,0.0,0.0,3.0,163.0,7.72,B,L
20200816,OB,0,27.0,4.0,2.0,41.0,35.0,11.0,5.0,0.0,0.0,3.0,0.0,0.0,5.0,157.0,8.24,B,L
20200816,SK,0,24.0,8.0,8.0,41.0,38.0,15.0,2.0,0.0,1.0,3.0,0.0,0.0,10.0,167.0,7.2,T,L
20200816,SS,0,24.0,3.0,3.0,31.0,26.0,2.0,1.0,0.0,0.0,4.0,0.0,1.0,4.0,109.0,2.74,T,L
20200816,WO,0,27.0,3.0,3.0,36.0,30.0,6.0,1.0,0.0,0.0,4.0,0.0,1.0,5.0,125.0,7.3,T,W
20200818,HH,0,24.0,9.0,4.0,40.0,31.0,8.0,2.0,0.0,2.0,5.0,0.0,2.0,4.0,146.0,8.17,T,L
20200818,HT,0,28.0,6.0,5.0,40.0,37.0,12.0,1.0,0.0,2.0,2.0,0.0,0.0,13.0,170.0,9.16,T,L
20200818,KT,0,27.0,3.0,2.0,37.0,32.0,6.0,3.0,0.0,0.0,3.0,0.0,1.0,6.0,138.0,4.72,T,W
20200818,LG,0,30.0,5.0,5.0,46.0,40.0,11.0,2.0,0.0,0.0,5.0,0.0,0.0,8.0,178.0,9.94,B,W
20200818,LT,0,27.0,9.0,8.0,50.0,43.0,16.0,2.0,0.0,0.0,3.0,0.0,2.0,10.0,200.0,4.65,B,L
20200818,NC,0,27.0,1.0,1.0,35.0,34.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,136.0,4.41,B,W
20200818,OB,0,27.0,2.0,2.0,36.0,34.0,6.0,0.0,1.0,1.0,2.0,0.0,0.0,7.0,145.0,6.67,T,W
20200818,SK,0,27.0,3.0,3.0,43.0,32.0,6.0,2.0,0.0,0.0,7.0,0.0,4.0,16.0,181.0,9.71,B,W
20200818,SS,0,27.0,6.0,5.0,42.0,33.0,9.0,1.0,0.0,1.0,8.0,0.0,0.0,7.0,177.0,7.1,B,L
20200818,WO,0,24.0,5.0,5.0,32.0,27.0,7.0,3.0,0.0,1.0,2.0,0.0,1.0,4.0,124.0,6.75,T,L
20200819,HH,0,24.0,26.0,22.0,57.0,46.0,22.0,4.0,0.0,6.0,10.0,0.0,1.0,4.0,210.0,10.919999999999998,T,L
20200819,HT,0,24.0,10.0,9.0,45.0,34.0,12.0,2.0,2.0,1.0,9.0,0.0,1.0,3.0,195.0,11.75,T,L
20200819,KT,0,27.0,4.0,4.0,38.0,34.0,11.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,122.0,4.09,T,W
20200819,LG,0,27.0,1.0,1.0,36.0,34.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,152.0,6.61,B,W
20200819,LT,0,27.0,3.0,3.0,33.0,28.0,6.0,0.0,0.0,1.0,4.0,0.0,1.0,6.0,137.0,5.68,B,W
20200819,NC,0,27.0,6.0,5.0,40.0,35.0,8.0,3.0,0.0,1.0,3.0,0.0,2.0,5.0,152.0,7.34,B,L
20200819,OB,0,24.0,7.0,6.0,35.0,31.0,10.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,113.0,2.62,T,L
20200819,SK,0,27.0,6.0,4.0,43.0,40.0,12.0,2.0,0.0,2.0,3.0,0.0,0.0,8.0,171.0,9.08,B,W
20200819,SS,0,27.0,6.0,6.0,37.0,31.0,6.0,1.0,0.0,1.0,4.0,0.0,1.0,8.0,165.0,7.569999999999999,B,L
20200819,WO,0,27.0,4.0,3.0,40.0,36.0,7.0,1.0,0.0,1.0,4.0,0.0,0.0,7.0,161.0,5.970000000000001,T,W
20200820,HH,0,27.0,3.0,3.0,36.0,31.0,6.0,0.0,0.0,1.0,4.0,1.0,0.0,5.0,144.0,4.71,B,L
20200820,HT,0,27.0,14.0,14.0,51.0,45.0,21.0,3.0,0.0,1.0,3.0,0.0,0.0,6.0,170.0,4.19,B,L
20200820,KT,0,27.0,0.0,0.0,34.0,29.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,9.0,130.0,4.77,T,W
20200820,LG,0,24.0,6.0,6.0,39.0,31.0,8.0,2.0,0.0,0.0,6.0,0.0,1.0,6.0,149.0,7.3500000000000005,T,L
20200820,LT,0,27.0,5.0,5.0,43.0,40.0,14.0,4.0,0.0,0.0,3.0,0.0,0.0,10.0,169.0,6.09,T,W
20200820,NC,0,27.0,2.0,1.0,39.0,33.0,5.0,0.0,0.0,0.0,5.0,0.0,1.0,10.0,147.0,4.89,T,W
20200820,OB,0,27.0,6.0,6.0,44.0,36.0,11.0,2.0,1.0,1.0,7.0,1.0,0.0,7.0,167.0,8.3,B,L
20200820,SK,0,27.0,8.0,5.0,42.0,35.0,9.0,2.0,0.0,0.0,6.0,0.0,0.0,9.0,167.0,9.43,B,L
20200820,SS,0,27.0,3.0,3.0,40.0,35.0,11.0,0.0,0.0,2.0,4.0,0.0,0.0,6.0,145.0,5.27,T,W
20200820,WO,0,27.0,5.0,5.0,38.0,36.0,9.0,1.0,0.0,1.0,2.0,0.0,0.0,9.0,166.0,5.96,B,W
20200821,HH,0,27.0,1.0,1.0,35.0,30.0,4.0,0.0,0.0,1.0,4.0,0.0,1.0,12.0,156.0,5.63,B,W
20200821,HT,0,27.0,10.0,6.0,43.0,38.0,10.0,5.0,0.0,1.0,4.0,0.0,0.0,10.0,149.0,10.31,B,L
20200821,KT,0,24.0,5.0,5.0,37.0,35.0,11.0,2.0,0.0,1.0,2.0,0.0,0.0,6.0,136.0,9.46,T,L
20200821,LG,0,27.0,3.0,3.0,36.0,33.0,6.0,0.0,0.0,1.0,2.0,0.0,1.0,6.0,130.0,4.02,T,W
20200821,LT,0,26.0,1.0,1.0,36.0,31.0,5.0,0.0,0.0,0.0,4.0,1.0,0.0,6.0,151.0,3.7,T,L
20200821,NC,0,27.0,4.0,4.0,38.0,34.0,9.0,0.0,0.0,2.0,2.0,0.0,1.0,5.0,149.0,8.920000000000002,T,W
20200821,OB,0,27.0,0.0,0.0,33.0,31.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,8.0,144.0,5.55,B,W
20200821,SK,0,27.0,6.0,5.0,47.0,37.0,11.0,1.0,1.0,2.0,8.0,0.0,1.0,8.0,186.0,7.23,B,W
20200821,SS,0,24.0,8.0,8.0,43.0,32.0,12.0,2.0,0.0,0.0,5.0,1.0,3.0,2.0,123.0,7.470000000000001,T,L
20200821,WO,0,27.0,7.0,7.0,42.0,36.0,10.0,1.0,1.0,2.0,6.0,0.0,0.0,6.0,159.0,7.25,B,L
20200822,HT,0,24.0,4.0,4.0,37.0,32.0,10.0,1.0,0.0,1.0,5.0,0.0,0.0,6.0,144.0,8.02,T,L
20200822,LT,0,27.0,3.0,2.0,38.0,35.0,10.0,1.0,0.0,0.0,2.0,0.0,0.0,5.0,157.0,6.22,T,W
20200822,OB,0,27.0,1.0,1.0,41.0,36.0,9.0,2.0,0.0,1.0,5.0,0.0,0.0,7.0,163.0,9.61,T,W
20200822,SK,0,27.0,8.0,6.0,44.0,39.0,12.0,1.0,0.0,2.0,4.0,0.0,1.0,9.0,168.0,6.78,B,L
20200822,SS,0,27.0,5.0,5.0,42.0,39.0,13.0,2.0,0.0,1.0,2.0,0.0,0.0,5.0,135.0,5.699999999999999,B,L
20200822,WO,0,27.0,3.0,1.0,37.0,34.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,10.0,153.0,7.37,B,W
20200823,HH,0,27.0,3.0,3.0,37.0,30.0,6.0,1.0,0.0,0.0,6.0,1.0,1.0,8.0,159.0,7.119999999999999,T,W
20200823,HT,0,27.0,7.0,7.0,41.0,37.0,13.0,2.0,1.0,0.0,3.0,0.0,0.0,9.0,163.0,11.889999999999999,T,W
20200823,KT,0,27.0,1.0,1.0,40.0,35.0,9.0,2.0,0.0,0.0,4.0,0.0,1.0,7.0,150.0,7.06,B,W
20200823,LG,0,27.0,4.0,2.0,36.0,31.0,6.0,1.0,0.0,1.0,4.0,0.0,0.0,6.0,132.0,5.609999999999999,B,L
20200823,LT,0,27.0,0.0,0.0,35.0,31.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,149.0,5.69,T,W
20200823,NC,0,24.0,10.0,10.0,42.0,34.0,13.0,2.0,0.0,3.0,8.0,0.0,0.0,6.0,160.0,11.24,T,L
20200823,OB,0,27.0,1.0,1.0,40.0,34.0,9.0,1.0,1.0,0.0,4.0,0.0,1.0,7.0,165.0,5.5,T,W
20200823,SK,0,27.0,8.0,7.0,45.0,35.0,9.0,0.0,0.0,3.0,7.0,0.0,2.0,4.0,158.0,11.360000000000001,B,L
20200823,SS,0,27.0,11.0,8.0,43.0,37.0,10.0,2.0,0.0,3.0,6.0,0.0,0.0,7.0,167.0,12.41,B,L
20200823,WO,0,27.0,8.0,8.0,41.0,36.0,11.0,0.0,0.0,3.0,2.0,0.0,1.0,9.0,164.0,7.959999999999999,B,L
20200824,HH,0,27.0,3.0,2.0,37.0,32.0,5.0,1.0,0.0,0.0,4.0,0.0,1.0,6.0,158.0,11.93,T,W
20200824,KT,0,27.0,1.0,1.0,37.0,34.0,8.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,139.0,5.5600000000000005,B,W
20200824,LG,0,27.0,6.0,5.0,46.0,38.0,14.0,1.0,2.0,0.0,3.0,0.0,0.0,7.0,177.0,8.780000000000001,B,L
20200824,NC,0,24.0,8.0,8.0,41.0,37.0,14.0,1.0,0.0,1.0,4.0,0.0,0.0,9.0,158.0,4.87,T,L
20200825,HH,0,24.0,11.0,11.0,40.0,38.0,15.0,3.0,0.0,6.0,2.0,0.0,0.0,7.0,150.0,7.09,T,L
20200825,HT,0,22.0,10.0,8.0,40.0,34.0,14.0,1.0,0.0,3.0,5.0,0.0,0.0,2.0,164.0,11.209999999999999,T,L
20200825,KT,0,27.0,4.0,3.0,44.0,36.0,10.0,0.0,0.0,0.0,6.0,1.0,1.0,6.0,167.0,8.24,B,L
20200825,LG,0,24.0,4.0,4.0,31.0,31.0,7.0,1.0,0.0,2.0,0.0,0.0,0.0,4.0,114.0,5.38,T,L
20200825,LT,0,27.0,10.0,10.0,46.0,37.0,11.0,3.0,0.0,2.0,7.0,0.0,2.0,3.0,173.0,11.329999999999998,B,L
20200825,NC,0,27.0,3.0,3.0,43.0,37.0,11.0,1.0,1.0,0.0,4.0,0.0,2.0,9.0,179.0,8.58,B,W
20200825,OB,0,24.0,8.0,6.0,40.0,30.0,7.0,2.0,0.0,1.0,8.0,0.0,2.0,5.0,154.0,8.950000000000001,B,W
20200825,SK,0,27.0,8.0,7.0,43.0,38.0,11.0,1.0,0.0,1.0,4.0,0.0,0.0,6.0,175.0,9.469999999999999,T,W
20200825,SS,0,27.0,3.0,3.0,40.0,33.0,7.0,1.0,0.0,1.0,4.0,0.0,3.0,8.0,166.0,8.71,B,W
20200825,WO,0,27.0,1.0,1.0,33.0,32.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,7.0,127.0,3.9000000000000004,T,W
20200826,HH,0,24.0,9.0,6.0,40.0,36.0,11.0,2.0,0.0,2.0,3.0,0.0,1.0,6.0,150.0,9.6,T,L
20200826,HT,0,27.0,5.0,4.0,43.0,35.0,11.0,1.0,0.0,1.0,6.0,0.0,0.0,8.0,172.0,11.1,T,W
20200826,KT,0,30.0,5.0,5.0,40.0,36.0,8.0,0.0,1.0,2.0,3.0,0.0,0.0,6.0,153.0,5.07,B,W
20200826,LG,0,27.0,5.0,5.0,37.0,35.0,9.0,0.0,0.0,1.0,1.0,0.0,1.0,6.0,139.0,4.91,T,W
20200826,LT,0,27.0,1.0,1.0,31.0,29.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,7.0,131.0,3.27,B,W
20200826,NC,0,27.0,5.0,5.0,39.0,34.0,7.0,1.0,0.0,1.0,2.0,0.0,3.0,8.0,156.0,6.37,B,W
20200826,OB,0,27.0,7.0,7.0,46.0,41.0,15.0,1.0,0.0,1.0,4.0,0.0,0.0,5.0,177.0,9.64,B,L
20200826,SK,0,24.0,3.0,3.0,37.0,28.0,4.0,0.0,0.0,0.0,8.0,0.0,1.0,4.0,140.0,7.9399999999999995,T,L
20200826,SS,0,27.0,8.0,8.0,39.0,36.0,10.0,1.0,0.0,4.0,3.0,0.0,0.0,7.0,138.0,10.13,B,L
20200826,WO,0,28.0,6.0,6.0,44.0,36.0,10.0,2.0,0.0,1.0,7.0,0.0,0.0,6.0,210.0,27.310000000000002,T,L
20200827,HH,0,27.0,0.0,0.0,33.0,32.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,128.0,4.8100000000000005,B,W
20200827,HT,0,24.0,10.0,5.0,42.0,36.0,14.0,4.0,0.0,2.0,2.0,0.0,1.0,6.0,140.0,3.13,T,L
20200827,KT,0,24.0,2.0,1.0,31.0,29.0,6.0,0.0,1.0,0.0,2.0,0.0,0.0,7.0,122.0,4.59,T,L
20200827,LG,0,27.0,0.0,0.0,35.0,29.0,2.0,1.0,0.0,0.0,4.0,0.0,2.0,5.0,142.0,3.96,B,W
20200827,LT,0,27.0,11.0,9.0,45.0,40.0,15.0,5.0,0.0,3.0,3.0,0.0,1.0,2.0,152.0,9.12,B,L
20200827,NC,0,27.0,2.0,2.0,39.0,37.0,13.0,6.0,0.0,0.0,2.0,0.0,0.0,4.0,151.0,8.18,B,W
20200827,OB,0,24.0,8.0,8.0,40.0,35.0,13.0,2.0,1.0,1.0,4.0,0.0,1.0,9.0,163.0,6.82,T,L
20200827,SK,0,27.0,4.0,4.0,37.0,33.0,8.0,2.0,0.0,0.0,2.0,0.0,1.0,12.0,139.0,5.8100000000000005,B,W
20200827,SS,0,24.0,7.0,7.0,38.0,33.0,11.0,1.0,1.0,0.0,4.0,0.0,0.0,3.0,146.0,6.960000000000001,T,L
20200827,WO,0,27.0,6.0,6.0,43.0,36.0,12.0,2.0,0.0,0.0,5.0,0.0,1.0,5.0,168.0,9.03,T,W
20200828,HT,0,27.0,8.0,7.0,44.0,33.0,11.0,2.0,2.0,1.0,6.0,0.0,3.0,10.0,180.0,18.9,T,W
20200828,KT,0,32.0,6.0,6.0,47.0,40.0,12.0,3.0,0.0,0.0,4.0,1.0,1.0,6.0,177.0,8.72,T,L
20200828,LG,0,33.0,5.0,5.0,40.0,36.0,5.0,1.0,0.0,2.0,3.0,0.0,1.0,13.0,164.0,9.81,B,W
20200828,LT,0,27.0,8.0,7.0,44.0,36.0,11.0,3.0,0.0,2.0,7.0,1.0,0.0,7.0,196.0,10.22,B,L
20200828,NC,0,27.0,11.0,11.0,52.0,46.0,18.0,1.0,0.0,4.0,4.0,0.0,2.0,4.0,197.0,6.92,B,L
20200828,OB,0,27.0,4.0,4.0,39.0,35.0,10.0,1.0,1.0,1.0,4.0,0.0,0.0,4.0,145.0,4.56,T,W
20200828,SK,0,27.0,11.0,11.0,45.0,39.0,13.0,0.0,0.0,4.0,4.0,0.0,0.0,8.0,193.0,8.629999999999999,B,L
20200828,WO,0,27.0,4.0,4.0,40.0,37.0,12.0,2.0,0.0,2.0,2.0,0.0,1.0,3.0,129.0,9.93,T,W
20200829,HH,0,24.0,9.0,9.0,40.0,33.0,11.0,3.0,0.0,4.0,6.0,0.0,0.0,5.0,135.0,10.959999999999999,T,L
20200829,LG,0,27.0,5.0,5.0,38.0,35.0,11.0,3.0,0.0,1.0,3.0,0.0,0.0,3.0,140.0,8.69,B,D
20200829,LT,0,27.0,7.0,7.0,40.0,38.0,11.0,0.0,1.0,2.0,2.0,0.0,0.0,13.0,166.0,4.52,B,W
20200829,NC,0,27.0,5.0,5.0,37.0,35.0,9.0,0.0,0.0,2.0,2.0,0.0,0.0,5.0,135.0,19.130000000000003,B,W
20200829,OB,0,27.0,5.0,5.0,38.0,37.0,10.0,2.0,0.0,2.0,1.0,0.0,0.0,13.0,154.0,11.79,T,D
20200829,SK,0,24.0,9.0,9.0,39.0,35.0,14.0,3.0,0.0,2.0,3.0,1.0,1.0,4.0,153.0,4.93,T,L
20200829,SS,0,27.0,4.0,4.0,35.0,30.0,8.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,119.0,4.1899999999999995,T,W
20200829,WO,0,27.0,5.0,5.0,40.0,37.0,10.0,2.0,0.0,0.0,2.0,0.0,0.0,10.0,142.0,6.5600000000000005,B,L
20200830,HH,0,24.0,6.0,2.0,37.0,34.0,10.0,3.0,0.0,0.0,3.0,0.0,0.0,6.0,145.0,4.55,T,L
20200830,HT,0,54.0,13.0,11.0,87.0,71.0,17.0,3.0,1.0,2.0,14.0,0.0,0.0,17.0,339.0,15.57,B,W
20200830,HT,0,54.0,13.0,11.0,87.0,71.0,17.0,3.0,1.0,2.0,14.0,0.0,0.0,17.0,339.0,15.57,B,L
20200830,KT,0,51.0,12.0,9.0,78.0,67.0,20.0,3.0,0.0,1.0,7.0,0.0,1.0,9.0,275.0,10.009999999999998,T,W
20200830,KT,0,51.0,12.0,9.0,78.0,67.0,20.0,3.0,0.0,1.0,7.0,0.0,1.0,9.0,275.0,10.009999999999998,T,L
20200830,LG,0,27.0,1.0,1.0,32.0,31.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,126.0,6.98,B,W
20200830,LT,0,27.0,2.0,2.0,35.0,33.0,6.0,1.0,0.0,0.0,2.0,0.0,0.0,6.0,127.0,3.89,B,W
20200830,NC,0,27.0,4.0,4.0,37.0,33.0,7.0,1.0,0.0,3.0,3.0,0.0,0.0,7.0,132.0,7.79,B,W
20200830,OB,0,24.0,4.0,4.0,37.0,30.0,8.0,2.0,0.0,1.0,6.0,1.0,0.0,6.0,162.0,8.98,T,L
20200830,SK,0,24.0,7.0,7.0,38.0,28.0,7.0,2.0,1.0,0.0,7.0,1.0,1.0,5.0,139.0,8.68,T,L
20200830,SS,0,24.0,3.0,3.0,37.0,34.0,11.0,1.0,1.0,0.0,3.0,0.0,0.0,4.0,178.0,6.93,T,L
20200830,WO,0,27.0,2.0,2.0,37.0,34.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,131.0,3.7399999999999998,B,W
20200901,HH,0,24.0,4.0,3.0,36.0,33.0,10.0,2.0,0.0,0.0,2.0,0.0,0.0,5.0,137.0,8.11,T,L
20200901,HT,0,27.0,0.0,0.0,31.0,30.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,121.0,2.7199999999999998,B,W
20200901,KT,0,27.0,2.0,2.0,35.0,29.0,6.0,1.0,0.0,0.0,6.0,0.0,0.0,3.0,153.0,9.14,B,W
20200901,LG,0,27.0,5.0,5.0,42.0,35.0,10.0,0.0,0.0,0.0,6.0,1.0,0.0,8.0,166.0,6.529999999999999,T,W
20200901,LT,0,24.0,11.0,8.0,41.0,37.0,14.0,2.0,0.0,2.0,3.0,0.0,0.0,7.0,163.0,10.399999999999999,T,L
20200901,NC,0,27.0,2.0,2.0,35.0,33.0,6.0,2.0,0.0,0.0,2.0,0.0,0.0,7.0,135.0,6.73,T,W
20200901,OB,0,27.0,0.0,0.0,29.0,29.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,125.0,4.26,B,W
20200901,SK,0,27.0,13.0,11.0,49.0,38.0,11.0,3.0,0.0,3.0,8.0,1.0,1.0,10.0,193.0,12.530000000000001,B,L
20200901,SS,0,24.0,6.0,6.0,40.0,31.0,9.0,2.0,0.0,1.0,9.0,0.0,0.0,9.0,188.0,8.68,T,L
20200901,WO,0,27.0,5.0,5.0,38.0,32.0,10.0,2.0,0.0,1.0,4.0,0.0,0.0,10.0,160.0,9.25,B,L
20200902,NC,0,24.0,6.0,5.0,41.0,31.0,7.0,2.0,0.0,0.0,7.0,0.0,3.0,7.0,164.0,10.49,T,L
20200902,WO,0,27.0,4.0,4.0,38.0,34.0,9.0,3.0,0.0,1.0,2.0,0.0,2.0,5.0,136.0,14.719999999999999,B,W
20200903,HH,0,27.0,6.0,6.0,40.0,34.0,9.0,0.0,0.0,1.0,5.0,0.0,0.0,8.0,168.0,10.36,B,L
20200903,HT,0,27.0,3.0,3.0,33.0,30.0,5.0,2.0,0.0,0.0,2.0,0.0,1.0,6.0,129.0,3.9399999999999995,T,W
20200903,KT,0,27.0,2.0,2.0,37.0,32.0,8.0,1.0,0.0,0.0,5.0,0.0,0.0,2.0,126.0,6.57,B,W
20200903,LG,0,27.0,5.0,5.0,43.0,40.0,16.0,2.0,0.0,0.0,2.0,0.0,1.0,11.0,161.0,10.03,B,W
20200903,LT,0,27.0,4.0,4.0,38.0,36.0,10.0,1.0,0.0,2.0,1.0,0.0,0.0,7.0,133.0,3.56,B,L
20200903,NC,0,24.0,6.0,2.0,35.0,32.0,9.0,1.0,0.0,1.0,2.0,0.0,0.0,8.0,131.0,6.819999999999999,T,L
20200903,OB,0,24.0,11.0,10.0,41.0,35.0,16.0,5.0,1.0,1.0,4.0,0.0,0.0,6.0,178.0,9.49,T,L
20200903,SK,0,24.0,6.0,6.0,38.0,34.0,12.0,3.0,0.0,0.0,4.0,0.0,0.0,6.0,162.0,7.73,T,L
20200903,SS,0,27.0,10.0,6.0,41.0,38.0,10.0,3.0,1.0,3.0,3.0,0.0,0.0,4.0,143.0,9.799999999999999,B,W
20200903,WO,0,27.0,5.0,3.0,44.0,38.0,11.0,2.0,0.0,1.0,4.0,0.0,2.0,8.0,157.0,7.220000000000001,T,W
20200904,HH,0,27.0,1.0,1.0,36.0,32.0,6.0,1.0,0.0,0.0,4.0,0.0,0.0,8.0,147.0,5.609999999999999,B,W
20200904,HT,0,49.0,9.0,9.0,69.0,58.0,16.0,0.0,0.0,0.0,7.0,0.0,2.0,13.0,288.0,18.15,T,W
20200904,HT,0,49.0,9.0,9.0,69.0,58.0,16.0,0.0,0.0,0.0,7.0,0.0,2.0,13.0,288.0,18.15,T,L
20200904,HT,1,2.0,3.0,3.0,5.0,5.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,16.0,5.050000000000001,T,L
