GDAY_DS,T_ID,HEADER_NO,INN2,R,ER,PA,AB,HIT,H2,H3,HR,BB,IB,HP,KK,BF,WHIP,TB_SC,WLS
20200904,KT,0,54.0,7.0,7.0,71.0,66.0,15.0,2.0,0.0,3.0,2.0,0.0,1.0,12.0,240.0,9.649999999999999,B,W
20200904,LG,0,36.0,5.0,5.0,55.0,46.0,13.0,1.0,0.0,0.0,4.0,1.0,3.0,15.0,235.0,12.85,B,D
20200904,LT,0,51.0,11.0,10.0,73.0,65.0,15.0,4.0,0.0,2.0,5.0,0.0,1.0,15.0,280.0,10.759999999999998,B,W
20200904,LT,0,51.0,11.0,10.0,73.0,65.0,15.0,4.0,0.0,2.0,5.0,0.0,1.0,15.0,280.0,10.759999999999998,B,L
20200904,LT,1,3.0,2.0,2.0,7.0,6.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,38.0,1.04,B,W
20200904,NC,0,36.0,5.0,5.0,57.0,46.0,13.0,3.0,1.0,0.0,8.0,1.0,1.0,14.0,222.0,13.139999999999999,T,D
20200904,OB,0,24.0,12.0,11.0,48.0,37.0,16.0,3.0,0.0,2.0,9.0,0.0,0.0,3.0,191.0,11.780000000000001,T,L
20200904,SK,0,50.0,17.0,17.0,81.0,68.0,22.0,5.0,0.0,5.0,12.0,0.0,0.0,10.0,318.0,11.889999999999999,T,L
20200904,SS,0,27.0,5.0,5.0,38.0,32.0,8.0,1.0,0.0,0.0,5.0,0.0,0.0,12.0,160.0,5.54,B,W
20200904,WO,0,24.0,7.0,7.0,40.0,30.0,10.0,1.0,0.0,0.0,7.0,0.0,0.0,7.0,174.0,17.060000000000002,T,L
20200905,HH,0,27.0,5.0,5.0,44.0,36.0,13.0,4.0,0.0,0.0,6.0,0.0,0.0,5.0,156.0,7.37,B,L
20200905,HT,0,27.0,4.0,4.0,37.0,33.0,8.0,2.0,0.0,1.0,3.0,0.0,0.0,11.0,141.0,6.79,T,W
20200905,KT,0,27.0,1.0,1.0,32.0,32.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,120.0,3.0999999999999996,T,W
20200905,OB,0,27.0,1.0,1.0,32.0,30.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,7.0,117.0,3.04,B,W
20200905,SK,0,24.0,5.0,5.0,38.0,29.0,6.0,1.0,0.0,0.0,9.0,0.0,0.0,5.0,159.0,9.07,T,L
20200905,WO,0,27.0,8.0,8.0,44.0,37.0,11.0,1.0,0.0,2.0,5.0,0.0,1.0,8.0,183.0,4.08,B,L
20200906,HH,0,27.0,8.0,7.0,41.0,35.0,10.0,5.0,0.0,1.0,3.0,0.0,1.0,9.0,167.0,7.97,B,L
20200906,HT,0,27.0,4.0,4.0,36.0,36.0,10.0,1.0,0.0,2.0,0.0,0.0,0.0,13.0,148.0,13.02,T,W
20200906,KT,0,27.0,7.0,7.0,38.0,34.0,9.0,2.0,0.0,2.0,3.0,0.0,1.0,10.0,167.0,12.17,T,W
20200906,LG,0,27.0,1.0,1.0,33.0,29.0,3.0,1.0,0.0,0.0,4.0,0.0,0.0,4.0,121.0,4.05,T,W
20200906,LT,0,27.0,7.0,5.0,44.0,42.0,14.0,4.0,0.0,2.0,1.0,1.0,0.0,8.0,163.0,7.91,B,L
20200906,NC,0,24.0,5.0,5.0,37.0,34.0,10.0,0.0,0.0,3.0,3.0,0.0,0.0,5.0,147.0,7.47,T,D
20200906,OB,0,27.0,0.0,0.0,33.0,31.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,111.0,5.970000000000001,B,W
20200906,SK,0,24.0,10.0,9.0,43.0,38.0,14.0,2.0,0.0,2.0,5.0,0.0,0.0,3.0,165.0,9.83,T,L
20200906,SS,0,27.0,3.0,3.0,33.0,31.0,5.0,0.0,0.0,1.0,2.0,0.0,0.0,10.0,130.0,5.59,B,D
20200906,WO,0,27.0,8.0,7.0,45.0,38.0,12.0,2.0,0.0,0.0,4.0,1.0,1.0,6.0,187.0,9.490000000000002,B,L
20200907,LG,0,24.0,12.0,12.0,45.0,39.0,16.0,6.0,0.0,2.0,5.0,0.0,1.0,4.0,172.0,7.710000000000001,T,L
20200907,LT,0,27.0,6.0,5.0,43.0,40.0,16.0,2.0,0.0,1.0,3.0,0.0,0.0,9.0,181.0,5.75,B,W
20200908,HH,0,30.0,2.0,2.0,40.0,36.0,7.0,1.0,0.0,0.0,3.0,0.0,0.0,6.0,173.0,7.15,T,W
20200908,HT,0,27.0,2.0,2.0,43.0,35.0,11.0,3.0,1.0,0.0,6.0,0.0,2.0,3.0,160.0,13.72,B,W
20200908,KT,0,24.0,8.0,8.0,39.0,36.0,12.0,7.0,0.0,1.0,3.0,0.0,0.0,5.0,132.0,6.43,T,L
20200908,LG,0,24.0,3.0,1.0,34.0,31.0,7.0,4.0,0.0,0.0,3.0,1.0,0.0,5.0,124.0,3.92,T,L
20200908,LT,0,24.0,14.0,10.0,46.0,42.0,17.0,5.0,0.0,0.0,3.0,0.0,1.0,6.0,168.0,9.96,T,L
20200908,NC,0,27.0,2.0,2.0,38.0,33.0,6.0,1.0,0.0,0.0,5.0,0.0,0.0,6.0,149.0,4.8100000000000005,B,W
20200908,OB,0,27.0,0.0,0.0,38.0,33.0,6.0,1.0,0.0,0.0,5.0,0.0,0.0,7.0,157.0,5.609999999999999,B,W
20200908,SK,0,27.0,16.0,16.0,49.0,43.0,17.0,4.0,0.0,5.0,6.0,0.0,0.0,7.0,196.0,9.89,B,L
20200908,SS,0,30.0,4.0,4.0,43.0,36.0,10.0,2.0,0.0,0.0,3.0,0.0,0.0,9.0,173.0,11.97,B,L
20200908,WO,0,27.0,15.0,12.0,51.0,45.0,16.0,4.0,0.0,3.0,4.0,0.0,1.0,8.0,186.0,11.870000000000001,T,W
20200909,HH,0,54.0,4.0,4.0,71.0,62.0,10.0,0.0,0.0,1.0,7.0,0.0,1.0,15.0,290.0,12.01,T,D
20200909,HH,0,54.0,4.0,4.0,71.0,62.0,10.0,0.0,0.0,1.0,7.0,0.0,1.0,15.0,290.0,12.01,T,W
20200909,KT,0,33.0,2.0,2.0,46.0,41.0,10.0,2.0,0.0,0.0,3.0,0.0,0.0,6.0,161.0,8.0,T,W
20200909,LT,0,30.0,5.0,5.0,47.0,42.0,11.0,4.0,1.0,1.0,5.0,1.0,0.0,9.0,194.0,6.23,T,W
20200909,NC,0,30.0,7.0,7.0,48.0,36.0,8.0,3.0,0.0,0.0,8.0,0.0,2.0,7.0,184.0,10.64,B,L
20200909,OB,0,33.0,4.0,3.0,43.0,38.0,5.0,0.0,0.0,1.0,4.0,0.0,0.0,13.0,179.0,10.73,B,L
20200909,SK,0,27.0,13.0,11.0,53.0,35.0,11.0,2.0,0.0,1.0,16.0,0.0,0.0,5.0,238.0,18.83,B,L
20200909,SS,0,54.0,11.0,11.0,85.0,75.0,22.0,2.0,0.0,3.0,6.0,0.0,3.0,15.0,289.0,10.7,B,D
20200909,SS,0,54.0,11.0,11.0,85.0,75.0,22.0,2.0,0.0,3.0,6.0,0.0,3.0,15.0,289.0,10.7,B,L
20200909,WO,0,27.0,4.0,4.0,37.0,35.0,9.0,1.0,0.0,2.0,2.0,0.0,0.0,3.0,135.0,6.74,T,W
20200910,HH,0,27.0,5.0,5.0,41.0,36.0,9.0,1.0,0.0,1.0,4.0,0.0,1.0,5.0,153.0,8.23,B,L
20200910,HT,0,27.0,5.0,5.0,42.0,36.0,9.0,0.0,0.0,0.0,6.0,0.0,0.0,9.0,174.0,8.29,B,L
20200910,KT,0,24.0,13.0,12.0,46.0,36.0,13.0,3.0,0.0,3.0,8.0,0.0,1.0,4.0,176.0,10.54,T,L
20200910,LG,0,27.0,1.0,1.0,36.0,32.0,6.0,1.0,0.0,1.0,3.0,0.0,0.0,7.0,136.0,5.2,B,W
20200910,LT,0,27.0,8.0,8.0,41.0,37.0,10.0,5.0,0.0,0.0,3.0,0.0,0.0,6.0,147.0,4.92,B,W
20200910,NC,0,27.0,8.0,8.0,37.0,32.0,8.0,0.0,1.0,4.0,1.0,0.0,3.0,7.0,126.0,9.94,B,W
20200910,OB,0,27.0,4.0,4.0,36.0,32.0,7.0,0.0,1.0,1.0,4.0,0.0,0.0,7.0,162.0,6.54,T,W
20200910,SK,0,27.0,1.0,1.0,34.0,30.0,5.0,0.0,0.0,0.0,3.0,0.0,1.0,9.0,127.0,4.33,T,W
20200910,SS,0,24.0,13.0,13.0,50.0,45.0,21.0,3.0,0.0,2.0,5.0,0.0,0.0,6.0,200.0,10.139999999999999,T,L
20200910,WO,0,24.0,6.0,4.0,40.0,35.0,10.0,2.0,0.0,1.0,5.0,0.0,0.0,7.0,149.0,6.98,T,L
20200911,HH,0,27.0,4.0,3.0,36.0,33.0,8.0,3.0,0.0,0.0,2.0,0.0,0.0,5.0,139.0,4.28,B,L
20200911,KT,0,24.0,9.0,9.0,40.0,37.0,13.0,4.0,0.0,3.0,3.0,0.0,0.0,7.0,154.0,6.58,T,L
20200911,LG,0,27.0,8.0,8.0,41.0,38.0,13.0,3.0,1.0,0.0,0.0,0.0,2.0,4.0,130.0,4.34,B,L
20200911,LT,0,27.0,4.0,3.0,38.0,36.0,8.0,0.0,0.0,2.0,1.0,0.0,0.0,9.0,162.0,8.23,B,W
20200911,NC,0,27.0,1.0,1.0,38.0,31.0,6.0,0.0,1.0,1.0,5.0,0.0,1.0,10.0,153.0,6.01,B,W
20200911,SK,0,27.0,3.0,3.0,38.0,34.0,6.0,1.0,0.0,0.0,4.0,0.0,0.0,12.0,162.0,5.32,T,W
20200911,SS,0,24.0,12.0,12.0,45.0,37.0,14.0,2.0,0.0,1.0,8.0,0.0,0.0,8.0,182.0,9.66,T,L
20200911,WO,0,27.0,2.0,2.0,38.0,33.0,8.0,1.0,0.0,0.0,3.0,0.0,0.0,11.0,153.0,7.1,T,W
20200912,HH,0,24.0,5.0,5.0,38.0,31.0,9.0,1.0,0.0,0.0,5.0,0.0,1.0,3.0,160.0,7.5,T,L
20200912,HT,0,27.0,3.0,3.0,35.0,32.0,6.0,1.0,0.0,1.0,3.0,0.0,0.0,7.0,155.0,6.9399999999999995,T,W
20200912,KT,0,27.0,2.0,2.0,36.0,35.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,126.0,4.83,B,W
20200912,LG,0,27.0,5.0,5.0,36.0,32.0,7.0,0.0,1.0,2.0,4.0,0.0,0.0,8.0,151.0,6.370000000000001,B,L
20200912,LT,0,24.0,2.0,1.0,32.0,29.0,5.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,125.0,4.09,T,L
20200912,NC,0,27.0,11.0,10.0,48.0,40.0,14.0,5.0,0.0,2.0,6.0,0.0,2.0,2.0,188.0,11.66,B,L
20200912,OB,0,24.0,2.0,2.0,36.0,31.0,9.0,2.0,0.0,0.0,3.0,0.0,1.0,6.0,141.0,6.28,T,L
20200912,SK,0,27.0,1.0,1.0,36.0,30.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,145.0,5.93,B,W
20200912,SS,0,27.0,1.0,1.0,30.0,29.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,122.0,2.5700000000000003,T,W
20200912,WO,0,27.0,0.0,0.0,31.0,29.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,8.0,123.0,4.91,B,W
20200913,HH,0,26.0,5.0,5.0,39.0,33.0,12.0,1.0,0.0,0.0,3.0,0.0,0.0,11.0,154.0,10.42,T,L
20200913,HT,0,27.0,3.0,3.0,41.0,32.0,8.0,0.0,0.0,0.0,4.0,0.0,2.0,6.0,156.0,6.99,T,W
20200913,KT,0,27.0,4.0,3.0,39.0,30.0,6.0,1.0,0.0,0.0,5.0,0.0,2.0,6.0,166.0,7.739999999999999,B,W
20200913,LG,0,27.0,11.0,9.0,51.0,42.0,18.0,1.0,1.0,1.0,5.0,0.0,0.0,5.0,191.0,7.8100000000000005,B,L
20200913,LT,0,24.0,3.0,3.0,29.0,27.0,4.0,0.0,0.0,2.0,1.0,0.0,1.0,5.0,96.0,2.4699999999999998,T,L
20200913,NC,0,27.0,4.0,4.0,38.0,33.0,10.0,1.0,0.0,0.0,3.0,0.0,0.0,5.0,150.0,6.6899999999999995,B,L
20200913,OB,0,36.0,6.0,6.0,60.0,49.0,13.0,1.0,0.0,0.0,10.0,1.0,1.0,15.0,242.0,11.819999999999999,T,D
20200913,SK,0,27.0,1.0,1.0,36.0,29.0,5.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,126.0,6.869999999999999,B,W
20200913,SS,0,27.0,0.0,0.0,32.0,31.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,10.0,110.0,1.33,T,W
20200913,WO,0,36.0,6.0,5.0,56.0,48.0,15.0,2.0,0.0,0.0,7.0,0.0,0.0,7.0,223.0,14.12,B,D
20200915,HH,0,30.0,5.0,4.0,42.0,39.0,8.0,2.0,0.0,1.0,3.0,0.0,0.0,14.0,185.0,8.479999999999999,B,W
20200915,HT,0,27.0,16.0,15.0,52.0,40.0,17.0,1.0,0.0,2.0,9.0,0.0,1.0,5.0,190.0,12.84,B,L
20200915,KT,0,27.0,7.0,6.0,42.0,37.0,14.0,1.0,0.0,1.0,4.0,1.0,0.0,1.0,137.0,4.93,B,L
20200915,LG,0,29.0,6.0,6.0,45.0,38.0,11.0,1.0,0.0,0.0,5.0,0.0,2.0,10.0,161.0,6.92,T,L
20200915,LT,0,27.0,5.0,5.0,46.0,38.0,11.0,1.0,0.0,0.0,7.0,0.0,1.0,7.0,190.0,8.309999999999999,T,W
20200915,NC,0,24.0,7.0,5.0,35.0,30.0,8.0,3.0,0.0,0.0,2.0,0.0,2.0,3.0,128.0,3.17,T,L
20200915,OB,0,27.0,3.0,3.0,37.0,33.0,6.0,1.0,1.0,0.0,3.0,0.0,1.0,5.0,150.0,7.159999999999999,B,W
20200915,SK,0,27.0,1.0,1.0,34.0,29.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,138.0,7.67,T,W
20200915,SS,0,27.0,0.0,0.0,38.0,36.0,8.0,1.0,0.0,0.0,2.0,0.0,0.0,11.0,171.0,5.220000000000001,T,W
20200915,WO,0,27.0,8.0,8.0,39.0,33.0,10.0,3.0,0.0,1.0,5.0,0.0,0.0,3.0,162.0,10.2,B,L
20200916,HH,0,27.0,11.0,10.0,46.0,40.0,15.0,8.0,0.0,0.0,6.0,0.0,0.0,5.0,162.0,7.8,B,L
20200916,HT,0,27.0,7.0,5.0,45.0,37.0,11.0,4.0,0.0,0.0,8.0,1.0,0.0,5.0,193.0,9.37,B,L
20200916,KT,0,27.0,6.0,6.0,45.0,39.0,14.0,1.0,0.0,0.0,6.0,0.0,0.0,4.0,171.0,19.01,B,W
20200916,LG,0,27.0,5.0,5.0,39.0,35.0,9.0,0.0,1.0,2.0,3.0,0.0,1.0,11.0,148.0,5.03,T,W
20200916,LT,0,27.0,2.0,1.0,37.0,32.0,4.0,1.0,0.0,0.0,4.0,0.0,1.0,12.0,160.0,4.390000000000001,T,W
20200916,NC,0,27.0,3.0,3.0,33.0,32.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,133.0,6.94,T,W
20200916,OB,0,27.0,5.0,4.0,39.0,34.0,8.0,1.0,0.0,2.0,4.0,0.0,0.0,10.0,158.0,10.379999999999999,B,L
20200916,SK,0,27.0,6.0,6.0,41.0,33.0,10.0,1.0,0.0,1.0,4.0,0.0,2.0,6.0,162.0,8.6,T,W
20200916,SS,0,24.0,11.0,11.0,46.0,43.0,19.0,4.0,0.0,1.0,2.0,0.0,1.0,8.0,190.0,11.409999999999998,T,L
20200916,WO,0,27.0,8.0,8.0,44.0,39.0,14.0,4.0,0.0,0.0,4.0,0.0,0.0,6.0,173.0,9.680000000000001,B,L
20200917,HH,0,24.0,5.0,5.0,35.0,26.0,4.0,2.0,0.0,0.0,8.0,0.0,0.0,9.0,152.0,7.47,T,L
20200917,HT,0,27.0,2.0,2.0,37.0,33.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,11.0,153.0,8.399999999999999,T,W
20200917,KT,0,27.0,0.0,0.0,33.0,33.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,105.0,2.5,B,W
20200917,LG,0,27.0,1.0,1.0,34.0,34.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,127.0,2.58,B,W
20200917,LT,0,24.0,9.0,9.0,39.0,34.0,8.0,0.0,0.0,2.0,4.0,0.0,0.0,6.0,158.0,10.24,T,L
20200917,NC,0,27.0,0.0,0.0,33.0,30.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,11.0,124.0,3.8400000000000003,T,W
20200917,OB,0,24.0,3.0,3.0,35.0,31.0,9.0,1.0,1.0,0.0,3.0,1.0,0.0,8.0,157.0,4.87,T,L
20200917,SK,0,27.0,3.0,3.0,38.0,34.0,9.0,1.0,0.0,2.0,3.0,1.0,0.0,6.0,146.0,10.93,B,L
20200917,SS,0,27.0,12.0,12.0,44.0,40.0,16.0,4.0,0.0,3.0,3.0,0.0,0.0,6.0,167.0,8.13,B,L
20200917,WO,0,27.0,2.0,2.0,32.0,29.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,13.0,128.0,3.51,B,W
20200918,HH,0,27.0,0.0,0.0,34.0,31.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,9.0,135.0,7.069999999999999,T,W
20200918,HT,0,27.0,5.0,3.0,40.0,35.0,9.0,2.0,0.0,0.0,4.0,0.0,0.0,9.0,155.0,8.69,T,W
20200918,KT,0,33.0,4.0,3.0,45.0,41.0,11.0,1.0,0.0,1.0,2.0,0.0,0.0,4.0,159.0,7.899999999999999,B,W
20200918,LG,0,27.0,5.0,3.0,40.0,36.0,8.0,1.0,0.0,0.0,4.0,0.0,0.0,8.0,149.0,6.510000000000001,B,L
20200918,LT,0,27.0,3.0,3.0,38.0,34.0,7.0,1.0,0.0,1.0,4.0,0.0,0.0,6.0,146.0,5.27,T,W
20200918,NC,0,27.0,5.0,5.0,37.0,31.0,8.0,2.0,0.0,3.0,6.0,0.0,0.0,4.0,145.0,8.290000000000001,T,W
20200918,OB,0,31.0,5.0,5.0,46.0,40.0,11.0,1.0,0.0,2.0,4.0,1.0,1.0,11.0,183.0,7.299999999999999,T,L
20200918,SK,0,27.0,9.0,9.0,40.0,31.0,8.0,0.0,1.0,1.0,5.0,0.0,2.0,6.0,157.0,7.3500000000000005,B,L
20200918,SS,0,27.0,13.0,13.0,49.0,39.0,15.0,2.0,0.0,2.0,5.0,0.0,3.0,4.0,207.0,9.6,B,L
20200918,WO,0,27.0,2.0,1.0,37.0,36.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,149.0,5.57,B,L
20200919,HH,0,24.0,8.0,6.0,35.0,29.0,10.0,2.0,0.0,0.0,3.0,0.0,1.0,4.0,151.0,7.26,T,L
20200919,HT,0,27.0,0.0,0.0,31.0,31.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,108.0,5.17,B,W
20200919,KT,0,27.0,0.0,0.0,34.0,30.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,138.0,7.58,T,W
20200919,LG,0,27.0,6.0,6.0,39.0,36.0,10.0,2.0,0.0,2.0,3.0,0.0,0.0,8.0,164.0,6.83,T,W
20200919,LT,0,27.0,1.0,1.0,36.0,34.0,10.0,0.0,0.0,1.0,1.0,0.0,1.0,7.0,127.0,4.92,B,W
20200919,NC,0,24.0,5.0,5.0,38.0,30.0,7.0,1.0,0.0,2.0,7.0,0.0,1.0,8.0,167.0,4.970000000000001,T,L
20200919,OB,0,27.0,9.0,9.0,47.0,40.0,18.0,1.0,0.0,2.0,3.0,0.0,1.0,6.0,178.0,10.27,B,L
20200919,SK,0,27.0,5.0,2.0,41.0,34.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0,11.0,157.0,8.28,B,L
20200919,SS,0,27.0,8.0,8.0,43.0,39.0,15.0,3.0,0.0,0.0,3.0,0.0,0.0,12.0,180.0,10.859999999999998,B,L
20200919,WO,0,27.0,7.0,6.0,40.0,37.0,11.0,3.0,0.0,2.0,2.0,0.0,1.0,6.0,153.0,6.390000000000001,T,W
20200920,HH,0,27.0,3.0,3.0,38.0,33.0,9.0,1.0,0.0,1.0,4.0,0.0,0.0,7.0,157.0,6.9,T,W
20200920,HT,0,27.0,11.0,11.0,50.0,40.0,16.0,4.0,0.0,1.0,6.0,0.0,2.0,10.0,217.0,15.290000000000003,B,L
20200920,KT,0,27.0,2.0,1.0,31.0,28.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,4.0,141.0,4.95,T,W
20200920,LG,0,26.0,6.0,6.0,45.0,31.0,9.0,1.0,0.0,1.0,12.0,0.0,2.0,6.0,191.0,10.61,T,L
20200920,LT,0,54.0,13.0,13.0,82.0,72.0,23.0,1.0,1.0,2.0,6.0,3.0,0.0,14.0,300.0,12.410000000000002,B,L
20200920,NC,0,52.0,4.0,3.0,77.0,69.0,19.0,1.0,0.0,1.0,8.0,0.0,0.0,17.0,325.0,14.269999999999996,T,W
20200920,NC,1,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.16,T,W
20200920,OB,0,27.0,5.0,5.0,38.0,37.0,10.0,3.0,1.0,2.0,1.0,0.0,0.0,11.0,158.0,7.2,B,W
20200920,SK,0,27.0,10.0,6.0,43.0,37.0,11.0,2.0,0.0,1.0,4.0,0.0,1.0,10.0,171.0,8.28,B,L
20200920,SS,0,27.0,6.0,6.0,41.0,37.0,13.0,2.0,0.0,1.0,4.0,0.0,0.0,7.0,161.0,6.699999999999999,B,W
20200920,WO,0,24.0,14.0,9.0,48.0,42.0,18.0,0.0,0.0,3.0,5.0,0.0,0.0,6.0,192.0,11.860000000000001,T,L
20200922,HH,0,27.0,1.0,1.0,33.0,29.0,6.0,0.0,0.0,1.0,3.0,0.0,1.0,5.0,125.0,5.5200000000000005,B,W
20200922,HT,0,27.0,2.0,1.0,35.0,32.0,5.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,131.0,6.640000000000001,B,L
20200922,KT,0,24.0,8.0,8.0,36.0,31.0,10.0,0.0,0.0,2.0,5.0,2.0,0.0,5.0,130.0,6.78,T,L
20200922,LG,0,27.0,2.0,2.0,32.0,31.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,141.0,5.72,B,W
20200922,LT,0,27.0,0.0,0.0,30.0,28.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,122.0,4.12,B,W
20200922,NC,0,27.0,2.0,2.0,34.0,33.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,146.0,5.2299999999999995,B,W
20200922,OB,0,24.0,5.0,5.0,35.0,29.0,6.0,0.0,0.0,1.0,4.0,0.0,1.0,16.0,145.0,6.07,T,L
20200922,SK,0,24.0,7.0,7.0,35.0,30.0,7.0,1.0,0.0,0.0,5.0,0.0,0.0,5.0,149.0,6.34,T,L
20200922,SS,0,24.0,3.0,0.0,36.0,30.0,6.0,1.0,0.0,0.0,4.0,0.0,2.0,4.0,155.0,8.64,T,L
20200922,WO,0,27.0,0.0,0.0,33.0,30.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,131.0,3.61,T,W
20200923,HH,0,27.0,5.0,5.0,43.0,37.0,11.0,5.0,0.0,0.0,5.0,0.0,0.0,6.0,165.0,8.47,B,W
20200923,HT,0,27.0,13.0,13.0,48.0,42.0,17.0,3.0,2.0,2.0,4.0,0.0,1.0,6.0,159.0,7.9799999999999995,B,L
20200923,KT,0,27.0,5.0,5.0,41.0,33.0,9.0,1.0,0.0,1.0,8.0,0.0,0.0,7.0,170.0,7.26,T,W
20200923,LG,0,27.0,2.0,1.0,36.0,33.0,8.0,3.0,0.0,0.0,1.0,0.0,0.0,10.0,138.0,3.55,B,W
20200923,LT,0,27.0,10.0,9.0,46.0,42.0,16.0,3.0,0.0,1.0,3.0,0.0,1.0,5.0,167.0,8.41,B,L
20200923,NC,0,27.0,7.0,7.0,39.0,36.0,10.0,2.0,1.0,1.0,2.0,0.0,0.0,11.0,143.0,6.300000000000001,B,W
20200923,OB,0,24.0,6.0,6.0,38.0,34.0,12.0,3.0,0.0,1.0,2.0,0.0,1.0,13.0,159.0,7.25,T,L
20200923,SK,0,24.0,6.0,6.0,33.0,31.0,10.0,2.0,0.0,1.0,1.0,0.0,0.0,6.0,145.0,5.220000000000001,T,L
20200923,SS,0,24.0,8.0,8.0,36.0,30.0,10.0,1.0,0.0,1.0,5.0,0.0,0.0,7.0,143.0,10.27,T,L
20200923,WO,0,27.0,1.0,1.0,34.0,32.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,7.0,133.0,6.210000000000001,T,W
